account,bank,sum,mean,median,std,max,min,in_sum,out_sum,in_mean,out_mean,in_median,out_median,in_std,out_std,in_max,out_max,in_min,out_min,count_in,count_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
2100,bank,6436.66,32.840102040816326,98.17500000000001,828.1721135491719,2042.77,-1837.84,72431.99,-65995.33,676.9344859813085,-741.5205617977529,610.05,-727.82,464.1481873794302,386.5829902414215,2042.77,-32.16,6.17,-1837.84,107,89,273,0,55525.13,427.1163846153846,329.055,335.25680613362755,1631.45,1.84,130,0
9435,bank,853.5399999999997,53.34624999999998,174.845,705.508686862418,1280.84,-1052.63,5199.06,-4345.5199999999995,519.9060000000001,-724.2533333333332,536.88,-727.19,369.3306511394784,294.53175194988177,1280.84,-354.49,65.12,-1052.63,10,6,270,0,296858.49,1799.1423636363636,388.31,5568.214818007575,24860.38,1.84,165,0
3228,bank,8240.619999999999,84.95484536082473,141.07,762.0383128301814,2018.21,-1707.75,36000.26,-27759.64,679.2501886792453,-630.9009090909091,687.85,-557.8900000000001,396.0567269804948,383.4960397649934,2018.21,-1.33,71.56,-1707.75,53,44,274,0,221818.06,1344.3518787878788,536.55,3374.7879372096972,15287.16,14.85,165,0
8264,bank,-1138.7400000000002,-71.17125000000001,129.085,747.2057780547025,1000.52,-1098.66,4742.49,-5881.23,526.9433333333333,-840.1757142857142,501.34,-835.82,301.19985574365734,219.74672571372884,1000.52,-493.88,90.86,-1098.66,9,7,243,0,137541.09,904.8755921052631,447.45500000000004,1744.8918316024706,7701.38,2.36,152,0
6340,bank,8237.58,249.62363636363636,503.7,841.3195278022278,1659.01,-1370.08,16698.45,-8460.87,834.9225,-650.8361538461539,824.0450000000001,-682.78,378.9130024421659,459.1668443957029,1659.01,-7.68,349.39,-1370.08,20,13,254,0,248666.73,1751.1741549295775,479.73,4835.300776134791,20226.97,0.59,142,0
9838,bank,-814.9400000000003,-45.27444444444446,313.015,832.6429316849855,1136.07,-1633.96,5983.889999999999,-6798.83,598.3889999999999,-849.85375,394.28,-772.2850000000001,334.48180486803426,456.2722260711566,1136.07,-337.01,294.3,-1633.96,10,8,264,0,80888.65,590.4281021897809,423.28,596.8112160948938,2457.24,1.41,137,0
6072,bank,3950.55,123.4546875,284.92,900.9777467159322,1221.12,-1848.54,14580.420000000002,-10629.869999999999,729.0210000000001,-885.8224999999999,890.8299999999999,-903.235,369.11559174956506,523.7983086703402,1221.12,-219.55,17.11,-1848.54,20,12,268,0,54757.32,417.99480916030535,328.46,326.0239743033328,1285.57,1.92,131,0
5344,bank,4601.91,92.0382,78.145,958.5149719859276,1847.75,-1535.05,23031.079999999998,-18429.17,921.2431999999999,-737.1668,999.67,-741.23,514.6227602227998,422.47642809707935,1847.75,-19.49,175.78,-1535.05,25,25,262,0,366129.24,2232.4953658536583,441.46,7314.626286710741,32461.31,1.87,164,0
8439,bank,1922.6699999999998,101.19315789473683,115.16,884.5629746192475,1677.21,-1646.02,7831.42,-5908.749999999999,652.6183333333333,-844.1071428571428,566.17,-704.98,492.83710502343337,501.3933879272271,1677.21,-296.38,90.98,-1646.02,12,7,263,0,296039.02999999997,1885.598917197452,480.66,5737.3202721541775,25037.37,4.93,157,0
5380,bank,8975.68,169.3524528301887,434.96,943.1161649734631,1646.02,-1920.65,26940.870000000003,-17965.190000000002,869.0603225806452,-816.5995454545456,847.7,-758.715,431.1592775721742,442.4949726319447,1646.02,-51.15,73.7,-1920.65,31,22,272,0,301177.53,1981.4311184210528,485.625,5903.308447011248,25400.12,11.43,152,0
7125,bank,4920.18,140.57657142857144,367.92,905.4721053485689,1451.83,-1473.04,16939.850000000002,-12019.67,846.9925000000001,-801.3113333333333,847.78,-819.23,336.33524495461995,417.3763921701279,1451.83,-80.83,251.34,-1473.04,20,15,266,0,107315.19,696.8518831168832,478.115,834.7014547421838,3751.49,8.39,154,0
7780,bank,3979.77,265.318,372.36,993.2113926422138,1857.63,-1233.25,8828.38,-4848.61,980.931111111111,-808.1016666666666,1001.82,-776.91,485.2261073830541,284.5035593743366,1857.63,-520.14,359.03,-1233.25,9,6,256,0,440579.94,3146.9995714285715,459.56,10121.329748353679,41597.32,3.23,140,0
5393,bank,5517.7699999999995,96.80298245614034,193.17,678.1519083639978,1573.72,-1383.13,19548.170000000002,-14030.400000000001,610.8803125000001,-561.216,566.8399999999999,-603.01,358.7837256125413,321.57175319048156,1573.72,-99.75,129.23,-1383.13,32,25,274,0,353286.73,2264.6585256410253,451.55,7238.293320359861,31392.51,3.6,156,0
4874,bank,-8676.24,-133.4806153846154,-457.46,784.8181881311684,1750.33,-1389.76,18474.79,-27151.03,684.2514814814815,-714.5007894736842,672.89,-693.91,470.69494038645996,273.96053258247514,1750.33,-48.97,83.94,-1389.76,27,38,275,0,149727.92,1018.5572789115647,499.17,1998.9308968548073,8709.27,8.36,147,0
7279,bank,4229.54,117.48722222222221,454.755,861.2556834450203,1405.64,-1634.21,16200.390000000001,-11970.85,852.652105263158,-704.1676470588236,846.58,-655.34,266.1471466976899,428.71646015358175,1405.64,-91.79,404.74,-1634.21,19,17,259,0,181206.83000000002,1362.4573684210527,443.36,3287.6393551302667,13452.02,2.28,133,0
5492,bank,-2799.8199999999997,-42.421515151515145,-276.03999999999996,824.299872970515,1937.38,-1439.73,22441.309999999998,-25241.129999999994,831.1596296296295,-647.2084615384614,746.29,-671.3,475.7067053381776,299.65060418267893,1937.38,-42.39,124.62,-1439.73,27,39,275,0,232434.22,1570.5014864864866,420.875,4495.888031972303,19133.85,0.98,148,0
5823,bank,973.5999999999999,32.45333333333333,182.37,789.515391871684,1374.94,-1273.33,11155.550000000001,-10181.949999999999,697.2218750000001,-727.2821428571427,712.63,-680.12,322.4784298981613,324.0809090615056,1374.94,-46.77,76.68,-1273.33,16,14,268,0,173539.80000000002,1126.8818181818183,496.605,2475.7866308379425,10921.36,3.63,154,0
8054,bank,-12777.6,-297.153488372093,-601.33,575.9331870306276,1034.16,-1414.61,6179.37,-18956.97,475.3361538461538,-631.899,384.38,-601.33,321.47815183768614,232.81790586651394,1034.16,-116.12,76.79,-1414.61,13,30,269,0,137298.14,891.5463636363637,391.83500000000004,1810.3101546614464,8013.89,7.1,154,0
567,bank,13363.74,34.80140625,-19.0,843.7366119372471,1922.51,-2221.52,146217.87,-132854.13,777.7546276595745,-677.827193877551,765.25,-628.905,392.2848999335858,456.1195924977247,1922.51,-6.23,56.66,-2221.52,188,196,275,0,429156.45,2842.0956953642385,435.76,9418.583942079438,40107.07,8.42,151,0
594,bank,-134.29999999999973,-0.32756097560975544,24.104999999999997,890.7463284443378,1838.46,-2018.16,158502.72000000003,-158637.01999999996,765.7136231884059,-781.4631527093594,726.14,-737.9,460.49930155846914,419.1667657175249,1838.46,-6.44,8.79,-2018.16,207,203,274,0,170908.92,1088.591847133758,443.44,2578.5431607786772,11429.36,0.59,157,0
6612,bank,6002.959999999999,230.88307692307689,89.29499999999999,816.5089108430807,1809.01,-1304.18,11957.109999999999,-5954.150000000001,919.7776923076922,-458.0115384615385,855.57,-434.35,459.33208406616245,386.9073863093974,1809.01,-1.33,179.92,-1304.18,13,13,267,0,274065.49,1971.6941726618704,491.97,5471.50924873844,22647.85,0.19,139,0
6840,bank,-461.60000000000036,-15.917241379310358,-177.46,960.4640885303332,1543.49,-2014.67,11523.129999999997,-11984.73,823.0807142857141,-798.982,810.5550000000001,-732.89,437.3603505377773,553.5831478158582,1543.49,-177.46,94.89,-2014.67,14,15,263,0,267290.45,1660.1891304347828,433.5,4910.658018863841,21725.7,1.5,161,0
913,bank,6102.570000000001,15.256425000000002,-64.715,865.0852486191262,2221.53,-2380.55,154428.24,-148325.67,783.8996954314721,-730.6683251231527,792.39,-670.17,418.56324141908794,415.79192022442373,2221.53,-12.35,7.45,-2380.55,197,203,275,0,189669.01,1200.4367721518988,420.39,2972.9170013764183,13189.83,14.88,158,0
1775,bank,3030.16,14.29320754716981,-96.84,855.0498796038252,2106.83,-1590.11,82074.7,-79044.54,796.8417475728155,-725.1792660550458,736.74,-677.92,411.3310720456812,364.23261319419373,2106.83,-10.08,28.74,-1590.11,103,109,275,0,234154.41,1582.124391891892,430.85,4380.2502303329975,18680.39,7.93,148,0
8566,bank,-2742.76,-161.33882352941177,-193.17,865.7737065111353,1080.51,-1451.8,5025.06,-7767.8200000000015,628.1325,-863.0911111111113,641.0550000000001,-1118.4,290.32159851496704,498.0955150230838,1080.51,-193.17,306.76,-1451.8,8,9,250,0,305107.67,2007.2873026315788,400.86,6250.174599027595,26807.91,5.78,152,0
1195,bank,8808.960000000001,46.85617021276596,12.045000000000002,814.482510782982,1677.23,-2114.85,70758.15,-61949.19,752.7462765957446,-659.0339361702128,658.355,-622.3050000000001,408.880737337377,399.2941258874352,1677.23,-16.08,40.17,-2114.85,94,94,275,0,228934.11000000002,1506.145460526316,443.615,4127.864073252669,17856.43,8.34,152,0
443,bank,-10933.109999999999,-25.191497695852533,-21.12,782.563218607091,2155.27,-1802.29,133692.84999999998,-144625.96000000002,718.7787634408601,-583.1691935483872,643.2149999999999,-513.575,401.2488732203803,472.84461557202945,2155.27,-13.48,4.02,-1802.29,186,248,274,0,211684.76,1401.8858278145697,388.38,3854.8700900307676,16618.58,4.88,151,0
1817,bank,-2953.8799999999983,-14.843618090452253,-31.16,874.7600551314116,1970.41,-1974.02,74041.90999999999,-76995.79,755.5296938775509,-762.3345544554455,696.125,-720.52,434.7392725435073,431.0942484458004,1970.41,-30.09,25.46,-1974.02,98,101,274,0,201005.46,1280.2895541401274,450.15,3252.6511781327135,14355.25,1.5,157,0
3815,bank,2869.4500000000003,49.473275862068974,185.565,894.0168743989865,1580.11,-1576.27,24384.66,-21515.21,762.020625,-827.5080769230769,818.6800000000001,-705.2149999999999,421.4405001507789,390.30931443683716,1580.11,-127.34,21.96,-1576.27,32,26,269,0,178424.58000000002,1143.7473076923077,450.855,2750.249867101544,12152.04,6.23,156,0
1623,bank,7265.9,34.43554502369668,65.33,857.4673399145059,1952.05,-1973.76,82641.80999999998,-75375.91,772.3533644859812,-724.7683653846154,700.52,-662.6800000000001,402.43727582972815,429.7966292207689,1952.05,-20.57,47.93,-1973.76,107,104,274,0,185622.50999999998,1197.5645806451612,377.15,2971.9927518905415,13050.89,17.02,155,0
547,bank,-8826.06,-22.34445569620253,-49.18,852.2809176237483,2232.13,-1802.17,141527.04,-150353.1,752.8034042553192,-726.3434782608696,716.125,-759.27,439.82618930555316,409.04451451858625,2232.13,-1.41,43.43,-1802.17,188,207,275,0,133696.51,862.5581290322581,467.15,1513.3218097563188,6800.14,0.98,155,0
1132,bank,4723.5199999999995,21.47054545454545,-56.605000000000004,836.5254198151791,1817.92,-1785.79,81273.39000000001,-76549.87,752.5313888888891,-683.4809821428571,736.5,-619.825,411.7240408955056,442.4812324537635,1817.92,-19.62,14.65,-1785.79,108,112,274,0,270350.27,1851.714178082192,468.095,5276.255013851862,22328.2,0.19,146,0
8353,bank,4240.74,265.04625,437.935,902.7461015433223,1555.25,-1321.92,8521.4,-4280.66,774.6727272727272,-856.132,660.84,-896.26,497.1052670026925,390.83482504761525,1555.25,-268.91,85.85,-1321.92,11,5,256,0,213866.22,1407.0146052631578,498.74,3670.465946072332,15937.49,3.18,152,0
1754,bank,-23114.239999999998,-107.50809302325581,-196.36,773.5620884212256,1719.6,-1920.66,61531.59,-84645.83,661.63,-693.8182786885246,658.06,-669.065,353.7810493056773,402.3425235714864,1719.6,-59.81,13.48,-1920.66,93,122,273,0,116082.47,744.1183974358975,423.05,1188.0575648568315,5367.31,8.36,156,0
1555,bank,-7428.9,-37.1445,-86.91,845.9885799268114,1802.3,-1692.66,71828.34000000001,-79257.23999999999,740.498350515464,-769.4877669902912,687.21,-720.52,361.7921412844225,395.5333520156416,1802.3,-32.23,140.12,-1692.66,97,103,274,0,207916.33000000002,1367.8705921052633,365.1,3712.314324962195,16049.03,4.5,152,0
5860,bank,5152.0599999999995,171.73533333333333,489.935,949.0127434511317,1784.83,-1518.84,15112.349999999999,-9960.29,888.9617647058823,-766.176153846154,856.18,-658.06,437.5016657716187,489.45206116190894,1784.83,-30.77,118.01,-1518.84,17,13,268,0,158994.67,1127.6217730496455,494.44,2522.842304449851,10691.69,12.67,141,0
8676,bank,613.8700000000001,36.11000000000001,278.27,832.4798604170554,1204.04,-1086.09,6669.570000000001,-6055.7,741.0633333333334,-756.9625,701.69,-831.49,334.39553899536395,313.83702193290435,1204.04,-150.81,278.27,-1086.09,9,8,252,0,131116.25,898.056506849315,422.16999999999996,1760.256479928948,7627.13,2.33,146,0
2848,bank,-11301.01,-107.62866666666667,-206.17,841.0579415625969,1480.04,-1763.84,33781.649999999994,-45082.659999999996,703.7843749999998,-790.9238596491227,651.6949999999999,-751.92,348.8843748225846,414.70448338353964,1480.04,-37.99,45.86,-1763.84,48,57,269,0,160935.49,1102.2978767123286,502.28,2328.206341589345,10061.75,6.63,146,0
8468,bank,3984.62,189.74380952380952,580.41,932.3133963666734,1117.58,-2042.82,10715.87,-6731.25,824.2976923076924,-841.40625,810.49,-708.685,284.40079826288127,617.9267014076185,1117.58,-31.16,150.76,-2042.82,13,8,272,0,364100.63,2275.6289375,400.48,7532.484665627535,33003.46,0.11,160,0
3737,bank,-3419.7300000000005,-79.52860465116281,-197.99,873.4017514855386,1445.52,-1953.18,14463.880000000001,-17883.61,688.7561904761906,-812.8913636363636,773.45,-758.87,401.81069915416873,467.12375269958943,1445.52,-197.99,33.37,-1953.18,21,22,275,0,156913.63,999.449872611465,432.14,2210.1206056866567,9834.25,8.33,157,0
8854,bank,3130.4100000000003,240.80076923076925,312.16,881.1828682369846,1621.95,-1229.84,6687.630000000001,-3557.2200000000003,835.9537500000001,-711.4440000000001,841.3050000000001,-562.04,469.18043674772474,319.914021621435,1621.95,-461.59,238.68,-1229.84,8,5,181,0,233682.86000000002,1358.6212790697675,447.91499999999996,3877.571493925497,17762.95,5.77,172,0
8453,bank,1411.52,58.81333333333333,280.35,703.0555019383584,1129.05,-1279.32,8307.93,-6896.409999999999,639.0715384615385,-626.9463636363636,700.0,-556.58,299.9789400898601,271.79568367701233,1129.05,-248.38,280.35,-1279.32,13,11,274,0,65896.14,448.27306122448977,372.97,377.28560866760876,1604.93,3.67,147,0
2821,bank,-4160.470000000001,-36.81831858407081,-118.06,850.2258843619805,1486.81,-1764.18,39557.17,-43717.64,746.3616981132075,-728.6273333333334,718.93,-587.34,407.6155598002752,433.71763957385235,1486.81,-1.31,83.94,-1764.18,53,60,273,0,181063.57,1097.3549696969696,462.51,2568.966435526264,11681.56,8.77,165,0
9054,bank,2295.16,163.94,359.95,826.8516194857175,1285.91,-1038.76,6305.4400000000005,-4010.2799999999997,788.1800000000001,-668.38,695.065,-744.075,379.4034311916538,348.22807124067407,1285.91,-4.99,233.37,-1038.76,8,6,256,0,122777.02,813.0928476821192,434.39,1446.6511869857127,6405.65,7.91,151,0
1441,bank,-2.189999999999399,-0.008390804597698847,118.88,699.4884743811123,1770.36,-1810.64,72490.94,-72493.12999999999,510.49957746478873,-609.1859663865546,413.935,-643.73,412.87693905578635,431.8817939882478,1770.36,-11.28,5.09,-1810.64,142,119,275,0,317797.55,2050.3067741935483,503.56,6273.7388833701325,27207.09,8.41,155,0
1052,bank,-14488.04,-69.32076555023924,-126.35,815.6020595278937,1698.07,-2353.01,65228.840000000004,-79716.88,652.2884,-731.3475229357798,570.135,-630.6,396.51769886165914,461.00894799534024,1698.07,-16.07,2.64,-2353.01,100,109,273,0,67006.16,496.341925925926,466.74,340.5127491651735,1552.34,0.13,135,0
6744,bank,7372.44,245.748,481.71,831.5356772506454,1827.06,-1069.9,15240.59,-7868.15,846.6994444444445,-655.6791666666667,847.99,-744.325,395.2776740093746,322.56383228632814,1827.06,-85.9,229.5,-1069.9,18,12,263,0,143519.55,908.3515822784809,410.495,2006.752389042251,8965.51,0.62,158,0
6329,bank,13307.25,316.8392857142857,746.16,755.229642915651,1576.46,-1756.55,22200.820000000003,-8893.57,792.8864285714287,-635.255,875.72,-521.085,268.58239178949367,429.7946483317532,1576.46,-141.06,81.78,-1756.55,28,14,275,0,190320.41,1294.6966666666667,437.59,3138.308592478835,13462.79,21.65,147,0
772,bank,967.4199999999996,2.4869408740359886,-15.84,850.667621445304,1770.8,-1952.09,145104.94,-144137.52000000002,747.9636082474227,-739.1667692307693,688.9100000000001,-675.62,392.7570912060183,430.33338113597546,1770.8,-15.84,31.16,-1952.09,194,195,275,0,173476.97,1032.601011904762,379.935,2482.7986018376505,11330.82,2.74,168,0
901,bank,3564.709999999999,8.979118387909317,-109.4,845.7936757724934,1974.06,-1793.65,146695.86,-143131.15,780.2971276595744,-684.8380382775119,731.75,-643.2,445.9817732268092,402.12805935145553,1974.06,-2.56,8.66,-1793.65,188,209,275,0,89365.95,633.8010638297873,427.23,646.0558747095465,2695.22,12.7,141,0
4828,bank,2946.71,62.695957446808514,175.05,917.8455244180103,2074.59,-1826.89,19807.02,-16860.309999999998,761.8084615384615,-802.8719047619046,667.1700000000001,-784.41,483.20796373149574,472.96577407481664,2074.59,-11.3,33.39,-1826.89,26,21,271,0,205523.06,1245.594303030303,440.71,3292.677343477904,14853.75,0.11,165,0
2323,bank,7652.59,70.20724770642202,102.76,898.0901927618113,1713.33,-1659.55,46676.67,-39024.079999999994,818.888947368421,-750.4630769230769,848.91,-718.0699999999999,434.053350640729,433.5608361027453,1713.33,-16.09,56.66,-1659.55,57,52,274,0,209025.74,1357.31,433.485,3646.274286039475,15892.93,0.62,154,0
5951,bank,5004.9400000000005,208.5391666666667,439.22,725.1911186949671,1173.65,-1109.61,10632.8,-5627.860000000001,708.8533333333332,-625.3177777777778,619.02,-628.4,282.0374106559692,348.12849993852046,1173.65,-98.89,328.99,-1109.61,15,9,272,0,197601.67,1250.6434810126584,494.395,3116.7157843508226,13823.04,0.17,158,0
6653,bank,1677.19,64.50730769230769,224.245,780.4425844278754,1288.2,-1642.43,9244.19,-7567.0,616.2793333333334,-687.9090909090909,606.36,-662.97,377.25802306088804,494.0156613196497,1288.2,-24.16,120.82,-1642.43,15,11,273,0,209698.46,1278.6491463414634,430.625,3398.8108785888617,15283.83,19.6,164,0
2422,bank,159.4400000000005,1.4627522935779864,184.89,856.4276193939996,1379.59,-1992.05,41245.04,-41085.600000000006,736.5185714285715,-775.2000000000002,782.505,-824.57,352.770153630473,441.65201353293105,1379.59,-42.32,183.24,-1992.05,56,53,272,0,178843.18,1161.3193506493506,458.655,2858.7054789209483,12536.38,0.6,154,0
3100,bank,-48027.17,-355.7568148148148,-496.17,971.1108693353563,1480.18,-1793.65,37811.689999999995,-85838.86,687.4852727272727,-1072.98575,669.55,-1445.51,365.72173043760483,479.10858215346263,1480.18,-29.89,103.65,-1793.65,55,80,275,0,210394.0,1175.3854748603353,445.25,2977.6909940854334,13984.56,0.11,179,0
416,bank,-15682.660000000002,-39.30491228070176,-119.84,865.1470199364702,1972.79,-2221.34,142429.72000000003,-158112.38,745.7053403141363,-760.1556730769231,711.03,-704.6949999999999,420.94400809279335,430.9507230026997,1972.79,-2.54,15.92,-2221.34,191,208,275,0,113215.46,744.838552631579,381.69,1230.42288071835,5451.52,2.34,152,0
6806,bank,-1850.0899999999997,-48.68657894736841,-111.53500000000001,829.4966879241708,1596.31,-1893.23,12309.5,-14159.590000000002,647.8684210526316,-745.2415789473686,665.22,-570.96,444.5540681434869,438.67915441018516,1596.31,-268.86,45.79,-1893.23,19,19,246,0,166826.59,1029.7937654320988,529.51,2121.6026905514846,9626.7,4.06,162,0
1250,bank,-17227.25,-77.25224215246637,-75.58,854.4439713703679,1990.74,-1990.4,75224.93999999999,-92452.19,696.5272222222221,-803.9320869565217,636.54,-811.58,416.047739098573,399.17282911808104,1990.74,-1.33,2.54,-1990.4,108,115,274,0,150099.27,949.9953797468354,438.925,1998.171651050838,8962.33,0.57,158,0
